T24,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
634,Qatar,2005,Emissions (thousand metric tons of carbon dioxide),"33,212",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2010,Emissions (thousand metric tons of carbon dioxide),"55,503",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2015,Emissions (thousand metric tons of carbon dioxide),"79,919",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2016,Emissions (thousand metric tons of carbon dioxide),"81,887",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2017,Emissions (thousand metric tons of carbon dioxide),"84,337",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2018,Emissions (thousand metric tons of carbon dioxide),"86,995",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,1975,Emissions per capita (metric tons of carbon dioxide),30.0,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,1985,Emissions per capita (metric tons of carbon dioxide),28.8,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2005,Emissions per capita (metric tons of carbon dioxide),38.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2010,Emissions per capita (metric tons of carbon dioxide),29.9,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2015,Emissions per capita (metric tons of carbon dioxide),31.1,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2016,Emissions per capita (metric tons of carbon dioxide),30.9,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2017,Emissions per capita (metric tons of carbon dioxide),30.9,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
634,Qatar,2018,Emissions per capita (metric tons of carbon dioxide),31.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,1975,Emissions (thousand metric tons of carbon dioxide),"77,728",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,1985,Emissions (thousand metric tons of carbon dioxide),"155,730",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2005,Emissions (thousand metric tons of carbon dioxide),"457,672",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2010,Emissions (thousand metric tons of carbon dioxide),"550,916",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2015,Emissions (thousand metric tons of carbon dioxide),"582,047",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2016,Emissions (thousand metric tons of carbon dioxide),"589,212",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2017,Emissions (thousand metric tons of carbon dioxide),"600,034",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2018,Emissions (thousand metric tons of carbon dioxide),"605,775",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,1975,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,1985,Emissions per capita (metric tons of carbon dioxide),3.8,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2005,Emissions per capita (metric tons of carbon dioxide),9.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2010,Emissions per capita (metric tons of carbon dioxide),11.1,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2015,Emissions per capita (metric tons of carbon dioxide),11.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2016,Emissions per capita (metric tons of carbon dioxide),11.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2017,Emissions per capita (metric tons of carbon dioxide),11.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
410,Republic of Korea,2018,Emissions per capita (metric tons of carbon dioxide),11.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2005,Emissions (thousand metric tons of carbon dioxide),"7,810",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2010,Emissions (thousand metric tons of carbon dioxide),"7,947",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2015,Emissions (thousand metric tons of carbon dioxide),"7,579",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2016,Emissions (thousand metric tons of carbon dioxide),"7,711",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2017,Emissions (thousand metric tons of carbon dioxide),"7,528",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2018,Emissions (thousand metric tons of carbon dioxide),"7,962",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2005,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2010,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2015,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2016,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2017,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
498,Republic of Moldova,2018,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,1975,Emissions (thousand metric tons of carbon dioxide),"140,600",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,1985,Emissions (thousand metric tons of carbon dioxide),"174,876",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2005,Emissions (thousand metric tons of carbon dioxide),"92,633",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2010,Emissions (thousand metric tons of carbon dioxide),"74,725",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2015,Emissions (thousand metric tons of carbon dioxide),"69,559",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2016,Emissions (thousand metric tons of carbon dioxide),"67,963",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2017,Emissions (thousand metric tons of carbon dioxide),"70,789",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2018,Emissions (thousand metric tons of carbon dioxide),"71,571",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,1975,Emissions per capita (metric tons of carbon dioxide),6.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,1985,Emissions per capita (metric tons of carbon dioxide),7.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2005,Emissions per capita (metric tons of carbon dioxide),4.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2010,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2015,Emissions per capita (metric tons of carbon dioxide),3.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2016,Emissions per capita (metric tons of carbon dioxide),3.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2017,Emissions per capita (metric tons of carbon dioxide),3.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
642,Romania,2018,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2005,Emissions (thousand metric tons of carbon dioxide),"1,481,897",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2010,Emissions (thousand metric tons of carbon dioxide),"1,529,228",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2015,Emissions (thousand metric tons of carbon dioxide),"1,534,458",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2016,Emissions (thousand metric tons of carbon dioxide),"1,510,558",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2017,Emissions (thousand metric tons of carbon dioxide),"1,536,771",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2018,Emissions (thousand metric tons of carbon dioxide),"1,587,024",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2005,Emissions per capita (metric tons of carbon dioxide),10.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2010,Emissions per capita (metric tons of carbon dioxide),10.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2015,Emissions per capita (metric tons of carbon dioxide),10.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2016,Emissions per capita (metric tons of carbon dioxide),10.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2017,Emissions per capita (metric tons of carbon dioxide),10.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
643,Russian Federation,2018,Emissions per capita (metric tons of carbon dioxide),11.0,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,1975,Emissions (thousand metric tons of carbon dioxide),"22,519",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,1985,Emissions (thousand metric tons of carbon dioxide),"117,802",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2005,Emissions (thousand metric tons of carbon dioxide),"297,112",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2010,Emissions (thousand metric tons of carbon dioxide),"418,242",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2015,Emissions (thousand metric tons of carbon dioxide),"531,394",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2016,Emissions (thousand metric tons of carbon dioxide),"527,788",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2017,Emissions (thousand metric tons of carbon dioxide),"516,623",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2018,Emissions (thousand metric tons of carbon dioxide),"491,656",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,1975,Emissions per capita (metric tons of carbon dioxide),3.0,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,1985,Emissions per capita (metric tons of carbon dioxide),9.0,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2005,Emissions per capita (metric tons of carbon dioxide),12.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2010,Emissions per capita (metric tons of carbon dioxide),15.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2015,Emissions per capita (metric tons of carbon dioxide),16.8,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2016,Emissions per capita (metric tons of carbon dioxide),16.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2017,Emissions per capita (metric tons of carbon dioxide),15.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
682,Saudi Arabia,2018,Emissions per capita (metric tons of carbon dioxide),14.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,1975,Emissions (thousand metric tons of carbon dioxide),"1,609",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,1985,Emissions (thousand metric tons of carbon dioxide),"2,125",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2005,Emissions (thousand metric tons of carbon dioxide),"4,626",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2010,Emissions (thousand metric tons of carbon dioxide),"5,458",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2015,Emissions (thousand metric tons of carbon dioxide),"7,497",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2016,Emissions (thousand metric tons of carbon dioxide),"8,138",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2017,Emissions (thousand metric tons of carbon dioxide),"7,787",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2018,Emissions (thousand metric tons of carbon dioxide),"8,080",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,1975,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,1985,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2005,Emissions per capita (metric tons of carbon dioxide),0.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2010,Emissions per capita (metric tons of carbon dioxide),0.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2015,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2016,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2017,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
686,Senegal,2018,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2005,Emissions (thousand metric tons of carbon dioxide),"50,320",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2010,Emissions (thousand metric tons of carbon dioxide),"45,610",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2015,Emissions (thousand metric tons of carbon dioxide),"44,472",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2016,Emissions (thousand metric tons of carbon dioxide),"45,496",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2017,Emissions (thousand metric tons of carbon dioxide),"46,148",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2018,Emissions (thousand metric tons of carbon dioxide),"44,793",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2005,Emissions per capita (metric tons of carbon dioxide),6.8,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2010,Emissions per capita (metric tons of carbon dioxide),6.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2015,Emissions per capita (metric tons of carbon dioxide),6.3,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2016,Emissions per capita (metric tons of carbon dioxide),6.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2017,Emissions per capita (metric tons of carbon dioxide),6.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
688,Serbia,2018,Emissions per capita (metric tons of carbon dioxide),6.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,1975,Emissions (thousand metric tons of carbon dioxide),"8,440",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,1985,Emissions (thousand metric tons of carbon dioxide),"16,605",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2005,Emissions (thousand metric tons of carbon dioxide),"36,901",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2010,Emissions (thousand metric tons of carbon dioxide),"42,414",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2015,Emissions (thousand metric tons of carbon dioxide),"45,496",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2016,Emissions (thousand metric tons of carbon dioxide),"46,157",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2017,Emissions (thousand metric tons of carbon dioxide),"47,429",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2018,Emissions (thousand metric tons of carbon dioxide),"47,361",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,1975,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,1985,Emissions per capita (metric tons of carbon dioxide),6.1,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2005,Emissions per capita (metric tons of carbon dioxide),8.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2010,Emissions per capita (metric tons of carbon dioxide),8.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2015,Emissions per capita (metric tons of carbon dioxide),8.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2016,Emissions per capita (metric tons of carbon dioxide),8.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2017,Emissions per capita (metric tons of carbon dioxide),8.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
702,Singapore,2018,Emissions per capita (metric tons of carbon dioxide),8.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,1975,Emissions (thousand metric tons of carbon dioxide),"43,154",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,1985,Emissions (thousand metric tons of carbon dioxide),"54,413",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,2005,Emissions (thousand metric tons of carbon dioxide),"37,262",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,2010,Emissions (thousand metric tons of carbon dioxide),"34,572",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,2015,Emissions (thousand metric tons of carbon dioxide),"29,445",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,2016,Emissions (thousand metric tons of carbon dioxide),"30,160",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,2017,Emissions (thousand metric tons of carbon dioxide),"32,212",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,2018,Emissions (thousand metric tons of carbon dioxide),"31,631",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
703,Slovakia,1975,Emissions per capita (metric tons of carbon dioxide),9.1,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
